Accession_Number	Identified Proteins (551)	Molecular Weight	ANOVA Test (P-Value	Entry		18129_DB_AORTA_1	18129_DB_AORTA_2	18129_DB_AORTA_3	18129_DB_AORTA_4	18129_DB_AORTA	DB_AORTA_MEAN	18129_HET_AORTA_1	18129_HET_AORTA_2	18129_HET_AORTA_3	18129_HET_AORTA_4	HET_AORTA_MEAN	18129_KOHET_AORTA_1	18129_KOHET_AORTA_2	18129_KOHET_AORTA_3	18129_KOHET_AORTA_4	KOHET_AORTA_MEAN	18129_KOKO_AORTA_1	18129_KOKO_AORTA_2	18129_KOKO_AORTA_3	KOKO_AORTA_MEAN		All_Pathways		ATP_Synthesis	Blood_Coagulation	Chemokine_Cytokine_Signaling	Cytoskeleton	De_Novo_Purine_Biosynthesis	EGF	FGF	Glycolysis	Huntington	Integrin	Nicotinic_Acetylcholine	Parkinson	Pyruvate_Metabolism	TCA_Cycle
CAP1_MOUSE	Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4	52 kDa	0.66	P40124		6.7	8.6552	10.964	10.482	6.7289	8.706	4.9142	8.6552	10.964	7.0101	7.8859	8.5279	3.729	7.071	8.5714	6.9748	7.3343	7.1878	8.0248	7.5156																	
H2AZ_MOUSE	Histone H2A.Z OS=Mus musculus GN=H2afz PE=1 SV=2	14 kDa	0.66	P0C0S6		13.4	17.31	0	0	19.065	9.955	0	17.31	0	35.051	13.0903	24.636	19.577	22.223	0	16.609	18.743	15.174	26.749	20.222																	
PSB6_MOUSE	Proteasome subunit beta type-6 OS=Mus musculus GN=Psmb6 PE=1 SV=3	25 kDa	0.66	Q60692		1.9143	2.5966	1.0964	1.1647	1.1215	1.5787	0	2.5966	1.0964	0	0.9233	0	0.9323	1.0101	1.2245	0.7917	3.2597	0.7987	0	1.3528																	
SPRE_MOUSE	Sepiapterin reductase OS=Mus musculus GN=Spr PE=1 SV=1	28 kDa	0.66	Q64105		0	3.4621	3.2892	1.1647	2.243	2.0318	0	3.4621	3.2892	1.1684	1.9799	0.9476	4.6613	2.0203	4.898	3.1318	2.4448	3.1946	2.6749	2.7714																	
ACTN2_MOUSE	Alpha-actinin-2 OS=Mus musculus GN=Actn2 PE=1 SV=2	104 kDa	0.67	Q9JI91		8.6143	10.386	14.253	13.976	8.9719	11.2402	5.897	10.386	14.253	0	7.634	8.5279	5.5935	10.101	17.143	10.3414	10.594	14.376	7.1332	10.7011		Integrin											Integrin				
GDIR1_MOUSE	Rho GDP-dissociation inhibitor 1 OS=Mus musculus GN=Arhgdia PE=1 SV=3	23 kDa	0.67	Q99PT1		2.8714	6.9242	10.964	4.6588	8.9719	6.8781	3.9313	6.9242	10.964	7.0101	7.2074	4.7377	6.5258	5.0507	11.02	6.8336	10.594	11.181	6.2415	9.3388																	
THIM_MOUSE	3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3	42 kDa	0.67	Q8BWT1		8.6143	3.4621	3.2892	1.1647	3.3644	3.9789	0	3.4621	3.2892	7.0101	3.4404	1.8951	4.6613	4.0406	0	2.6493	2.4448	2.3959	0.8917	1.9108																	
CY1_MOUSE	Cytochrome c1, heme protein, mitochondrial OS=Mus musculus GN=Cyc1 PE=1 SV=1	35 kDa	0.68	Q9D0M3		0	0	1.0964	0	0	0.2193	0	0	1.0964	0	0.2741	0	0	0	0	0	0	0	0	0		ATP_Synthesis, Huntington		ATP_Synthesis								Huntington					
MYPC3_MOUSE	Myosin-binding protein C, cardiac-type OS=Mus musculus GN=Mybpc3 PE=1 SV=1	141 kDa	0.68	O70468		0	0	1.0964	0	0	0.2193	0	0	1.0964	0	0.2741	0	0	0	0	0	0	0	0	0																	
NDUAA_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Mus musculus GN=Ndufa10 PE=1 SV=1	41 kDa	0.68	Q99LC3		0	0.8655	0	0	0	0.1731	0	0.8655	0	0	0.2164	0	0	0	0	0	0	0	0	0																	
PALLD_MOUSE	Palladin OS=Mus musculus GN=Palld PE=1 SV=2	152 kDa	0.68	Q9ET54		0	0.8655	0	0	0	0.1731	0	0.8655	0	0	0.2164	0	0	0	0	0	0	0	0	0																	
PPIB_MOUSE	Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus GN=Ppib PE=2 SV=2	24 kDa	0.68	P24369		1.9143	4.3276	2.1928	2.3294	3.3644	2.8257	0	4.3276	2.1928	23.367	7.4719	5.6853	7.458	5.0507	3.6735	5.4669	5.7044	0.7987	7.1332	4.5454																	
SUCB1_MOUSE	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Mus musculus GN=Sucla2 PE=1 SV=2	50 kDa	0.68	Q9Z2I9		1.9143	2.5966	0	0	0	0.9022	0	2.5966	0	0	0.6492	0	0.9323	1.0101	0	0.4856	0	0	0	0																	
VAPA_MOUSE	Vesicle-associated membrane protein-associated protein A OS=Mus musculus GN=Vapa PE=1 SV=2	28 kDa	0.68	Q9WV55		0.9571	1.731	1.0964	0	0	0.7569	0	1.731	1.0964	0	0.7069	0	0.9323	0	0	0.2331	1.6298	0.7987	0	0.8095																	
DOPD_MOUSE	D-dopachrome decarboxylase OS=Mus musculus GN=Ddt PE=1 SV=3	13 kDa	0.69	O35215		0	1.731	0	0	2.243	0.7948	0	1.731	0	3.5051	1.309	0.9476	1.8645	1.0101	3.6735	1.8739	0	1.5973	3.5666	1.7213																	
ECHM_MOUSE	Enoyl-CoA hydratase, mitochondrial OS=Mus musculus GN=Echs1 PE=1 SV=1	31 kDa	0.69	Q8BH95		1.9143	0.8655	3.2892	0	1.1215	1.4381	0	0.8655	3.2892	1.1684	1.3308	0.9476	0.9323	0	1.2245	0.7761	1.6298	1.5973	1.7833	1.6701																	
QCR2_MOUSE	Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1	48 kDa	0.69	Q9DB77		4.7857	4.3276	2.1928	0	1.1215	2.4855	0.9828	4.3276	2.1928	3.5051	2.7521	3.7902	1.8645	2.0203	0	1.9188	1.6298	2.3959	0	1.3419																	
DX39B_MOUSE	Spliceosome RNA helicase Ddx39b OS=Mus musculus GN=Ddx39b PE=1 SV=1	49 kDa	0.7	Q9Z1N5		0.9571	0	0	0	1.1215	0.4157	0	0	0	0	0	1.8951	0	0	0	0.4738	0	0	0.8917	0.2972																	
WDR1_MOUSE	WD repeat-containing protein 1 OS=Mus musculus GN=Wdr1 PE=1 SV=3	66 kDa	0.7	O88342		7.6571	6.9242	5.4821	4.6588	2.243	5.393	1.9657	6.9242	5.4821	7.0101	5.3455	7.5804	9.3226	1.0101	4.898	5.7028	8.9641	11.98	2.6749	7.873																	
1433G_MOUSE	14-3-3 protein gamma OS=Mus musculus GN=Ywhag PE=1 SV=2	28 kDa	0.73	P61982		8.6143	6.9242	7.6749	8.1528	14.579	9.189	4.9142	6.9242	7.6749	12.852	8.0913	6.6328	9.3226	6.0608	12.245	8.5653	5.7044	11.98	15.158	10.9475		EGF, FGF, Parkinson							EGF	FGF					Parkinson		
ACADM_MOUSE	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadm PE=1 SV=1	46 kDa	0.73	P45952		0	0	0	0	1.1215	0.2243	0	0	0	2.3367	0.5842	0	0.9323	0	0	0.2331	0	0	0	0																	
GDIA_MOUSE	Rab GDP dissociation inhibitor alpha OS=Mus musculus GN=Gdi1 PE=1 SV=3	51 kDa	0.73	P50396		2.8714	4.3276	2.1928	4.6588	1.1215	3.0344	1.9657	4.3276	2.1928	2.3367	2.7057	0.9476	3.729	5.0507	2.449	3.0441	3.2597	0.7987	1.7833	1.9472																	
LMNB1_MOUSE	Lamin-B1 OS=Mus musculus GN=Lmnb1 PE=1 SV=3	67 kDa	0.74	P14733		3.8286	0	0	0	0	0.7657	0	0	0	4.6734	1.1684	0	0.9323	0	0	0.2331	0	0	0	0																	
UBA1_MOUSE	Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus GN=Uba1 PE=1 SV=1	118 kDa	0.74	Q02053		4.7857	4.3276	5.4821	6.9882	1.1215	4.541	2.9485	4.3276	5.4821	0	3.1896	4.7377	1.8645	5.0507	0	2.9132	5.7044	0.7987	4.4582	3.6538																	
ARPC2_MOUSE	Actin-related protein 2/3 complex subunit 2 OS=Mus musculus GN=Arpc2 PE=1 SV=3	34 kDa	0.75	Q9CVB6		0	0.8655	1.0964	1.1647	2.243	1.0739	0	0.8655	1.0964	1.1684	0.7826	0.9476	1.8645	0	0	0.703	2.4448	1.5973	0	1.3474		Chemokine_Cytokine_Signaling, Cytoskeleton, Integrin				Chemokine_Cytokine_Signaling	Cytoskeleton						Integrin				
TERA_MOUSE	Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4	89 kDa	0.75	Q01853		7.6571	9.5207	9.8677	6.9882	5.6074	7.9282	2.9485	9.5207	9.8677	0	5.5842	4.7377	2.7968	4.0406	13.469	6.261	6.5194	7.9865	8.9165	7.8075																	
TRFE_MOUSE	Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1	77 kDa	0.76	Q921I1		17.229	9.5207	16.446	13.976	13.458	14.1259	22.605	9.5207	16.446	0	12.1429	10.423	16.781	16.162	15.918	14.821	11.409	8.7851	12.483	10.8924																	
PYGM_MOUSE	Glycogen phosphorylase, muscle form OS=Mus musculus GN=Pygm PE=1 SV=3	97 kDa	0.77	Q9WUB3		0	2.5966	3.2892	2.3294	0	1.643	0	2.5966	3.2892	0	1.4715	1.8951	2.7968	0	4.898	2.3975	2.4448	3.1946	1.7833	2.4742																	
ARP2_MOUSE	Actin-related protein 2 OS=Mus musculus GN=Actr2 PE=1 SV=1	45 kDa	0.78	P61161		1.9143	2.5966	0	1.1647	2.243	1.5837	0.9828	2.5966	0	0	0.8949	2.8426	0	1.0101	0	0.9632	0.8149	2.3959	0.8917	1.3675		Huntington										Huntington					
ML12B_MOUSE	Myosin regulatory light chain 12B OS=Mus musculus GN=Myl12b PE=1 SV=2	20 kDa	0.78	Q3THE2		19.143	32.024	24.121	32.611	42.616	30.103	17.691	32.024	24.121	51.408	31.311	40.744	36.358	37.375	33.061	36.8845	37.486	16.772	38.341	30.8663																	
PSA6_MOUSE	Proteasome subunit alpha type-6 OS=Mus musculus GN=Psma6 PE=1 SV=1	27 kDa	0.78	Q9QUM9		1.9143	1.731	0	0	2.243	1.1777	0	1.731	0	1.1684	0.7249	0.9476	1.8645	0	2.449	1.3153	1.6298	1.5973	0.8917	1.3729		Parkinson													Parkinson		
TGFI1_MOUSE	Transforming growth factor beta-1-induced transcript 1 protein OS=Mus musculus GN=Tgfb1i1 PE=1 SV=2	50 kDa	0.78	Q62219		7.6571	13.848	13.157	3.4941	11.215	9.8742	3.9313	13.848	13.157	1.1684	8.0262	10.423	8.3903	13.132	12.245	11.0476	11.409	8.7851	10.7	10.298																	
UBE2N_MOUSE	Ubiquitin-conjugating enzyme E2 N OS=Mus musculus GN=Ube2n PE=1 SV=1	17 kDa	0.78	P61089		0.9571	0.8655	1.0964	2.3294	4.4859	1.9469	0.9828	0.8655	1.0964	3.5051	1.6125	1.8951	1.8645	2.0203	1.2245	1.7511	1.6298	1.5973	0	1.0757																	
ACSL1_MOUSE	Long-chain-fatty-acid--CoA ligase 1 OS=Mus musculus GN=Acsl1 PE=1 SV=2	78 kDa	0.79	P41216		1.9143	2.5966	4.3856	0	2.243	2.2279	0.9828	2.5966	4.3856	0	1.9913	2.8426	4.6613	2.0203	2.449	2.9933	3.2597	2.3959	1.7833	2.4796																	
AT1A1_MOUSE	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus GN=Atp1a1 PE=1 SV=1	113 kDa	0.79	Q8VDN2		4.7857	4.3276	2.1928	1.1647	0	2.4942	0	4.3276	2.1928	0	1.6301	3.7902	1.8645	1.0101	1.2245	1.9723	5.7044	1.5973	1.7833	3.0283																	
ACTC_MOUSE	Actin, alpha cardiac muscle 1 OS=Mus musculus GN=Actc1 PE=1 SV=1	42 kDa	0.8	P68033		431.67	402.47	399.09	317.96	407.1	391.658	345.96	402.47	399.09	311.95	364.8675	295.63	397.14	445.47	351.43	372.4175	342.27	419.29	421.75	394.4367		Chemokine_Cytokine_Signaling, Cytoskeleton, Huntington, Nicotinic_Acetylcholine				Chemokine_Cytokine_Signaling	Cytoskeleton					Huntington		Nicotinic_Acetylcholine			
ANX11_MOUSE	Annexin A11 OS=Mus musculus GN=Anxa11 PE=1 SV=2	54 kDa	0.8	P97384		6.7	10.386	12.061	6.9882	5.6074	8.3485	5.897	10.386	12.061	10.515	9.7148	8.5279	10.255	8.0811	8.5714	8.8589	10.594	9.5838	8.0248	9.4009																	
DHSA_MOUSE	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Mus musculus GN=Sdha PE=1 SV=1	73 kDa	0.8	Q8K2B3		0.9571	0.8655	1.0964	0	1.1215	0.8081	0.9828	0.8655	1.0964	2.3367	1.3204	0.9476	2.7968	0	0	0.9361	2.4448	1.5973	0	1.3474																	
ETFB_MOUSE	Electron transfer flavoprotein subunit beta OS=Mus musculus GN=Etfb PE=1 SV=3	28 kDa	0.8	Q9DCW4		13.4	6.0587	13.157	4.6588	14.579	10.3707	1.9657	6.0587	13.157	14.02	8.8004	6.6328	8.3903	2.0203	12.245	7.3221	6.5194	11.181	8.0248	8.5751																	
KGP1_MOUSE	cGMP-dependent protein kinase 1 OS=Mus musculus GN=Prkg1 PE=1 SV=1	76 kDa	0.8	P0C605		0	1.731	0	0	0	0.3462	0	1.731	0	0	0.4328	0	0	0	0	0	0	0	0.8917	0.2972																	
PTRF_MOUSE	Polymerase I and transcript release factor OS=Mus musculus GN=Ptrf PE=1 SV=1	44 kDa	0.8	O54724		30.628	38.083	36.182	29.117	37.009	34.2038	13.76	38.083	36.182	36.219	31.061	39.797	34.493	31.314	37.959	35.8908	35.042	21.563	39.232	31.9457																	
SNTB2_MOUSE	Beta-2-syntrophin OS=Mus musculus GN=Sntb2 PE=1 SV=2	56 kDa	0.8	Q61235		3.8286	5.1931	3.2892	4.6588	0	3.3939	1.9657	5.1931	3.2892	3.5051	3.4883	3.7902	2.7968	4.0406	4.898	3.8814	4.0746	2.3959	1.7833	2.7513																	
ABHEB_MOUSE	Alpha/beta hydrolase domain-containing protein 14B OS=Mus musculus GN=Abhd14b PE=2 SV=1	22 kDa	0.81	Q8VCR7		0.9571	1.731	5.4821	2.3294	1.1215	2.3242	0	1.731	5.4821	1.1684	2.0954	0.9476	1.8645	1.0101	1.2245	1.2617	2.4448	2.3959	0.8917	1.9108																	
ROAA_MOUSE	Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus GN=Hnrnpab PE=1 SV=1	31 kDa	0.81	Q99020		0	1.731	0	0	2.243	0.7948	0	1.731	0	0	0.4328	1.8951	0.9323	0	0	0.7068	1.6298	0.7987	0.8917	1.1067																	
SPTN1_MOUSE	Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus GN=Sptan1 PE=1 SV=4	285 kDa	0.81	P16546		0	0	0	0	2.243	0.4486	0	0	0	0	0	1.8951	0	0	0	0.4738	0	0	0.8917	0.2972																	
TCPH_MOUSE	T-complex protein 1 subunit eta OS=Mus musculus GN=Cct7 PE=1 SV=1	60 kDa	0.81	P80313		0.9571	2.5966	1.0964	0	0	0.93	1.9657	2.5966	1.0964	0	1.4147	0.9476	0.9323	1.0101	3.6735	1.6409	0	1.5973	1.7833	1.1269																	
EHD2_MOUSE	EH domain-containing protein 2 OS=Mus musculus GN=Ehd2 PE=1 SV=1	61 kDa	0.82	Q8BH64		27.757	26.831	25.217	26.788	10.093	23.3372	15.725	26.831	25.217	25.704	23.3693	27.479	35.426	21.213	22.041	26.5398	26.892	21.563	19.616	22.6903																	
IMMT_MOUSE	Mitochondrial inner membrane protein OS=Mus musculus GN=Immt PE=1 SV=1	84 kDa	0.82	Q8CAQ8		0	0	1.0964	0	0	0.2193	0	0	1.0964	0	0.2741	2.8426	0	0	0	0.7107	0	0.7987	0	0.2662																	
THIL_MOUSE	Acetyl-CoA acetyltransferase, mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1	45 kDa	0.82	Q8QZT1		1.9143	1.731	1.0964	1.1647	2.243	1.6299	0	1.731	1.0964	2.3367	1.291	2.8426	1.8645	3.0304	0	1.9344	0.8149	2.3959	1.7833	1.6647																	
EF1A1_MOUSE	Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3	50 kDa	0.83	P10126		22.014	20.773	21.928	10.482	13.458	17.731	16.708	20.773	21.928	16.357	18.9415	18.951	15.848	19.193	9.7959	15.947	14.669	12.778	23.183	16.8767																	
SEPT2_MOUSE	Septin-2 OS=Mus musculus GN=Sept2 PE=1 SV=2	42 kDa	0.83	P42208		0	2.5966	1.0964	1.1647	2.243	1.4201	5.897	2.5966	1.0964	0	2.3975	3.7902	0.9323	3.0304	0	1.9382	1.6298	2.3959	2.6749	2.2335																	
THIO_MOUSE	Thioredoxin OS=Mus musculus GN=Txn PE=1 SV=3	12 kDa	0.83	P10639		3.8286	5.1931	1.0964	3.4941	5.6074	3.8439	2.9485	5.1931	1.0964	5.8418	3.77	3.7902	5.5935	4.0406	3.6735	4.2745	2.4448	2.3959	4.4582	3.0996																	
IDHP_MOUSE	Isocitrate dehydrogenase [NADP], mitochondrial OS=Mus musculus GN=Idh2 PE=1 SV=3	51 kDa	0.84	P54071		0.9571	4.3276	3.2892	1.1647	1.1215	2.172	0.9828	4.3276	3.2892	0	2.1499	0	3.729	2.0203	0	1.4373	0.8149	1.5973	1.7833	1.3985																	
HBA_MOUSE	Hemoglobin subunit alpha OS=Mus musculus GN=Hba PE=1 SV=2	15 kDa	0.85	P01942		27.757	24.235	19.735	37.27	38.13	29.4254	18.674	24.235	19.735	37.387	25.0078	12.318	34.493	38.385	34.286	29.8705	19.558	43.926	29.424	30.9693																	
ENOA_MOUSE	Alpha-enolase OS=Mus musculus GN=Eno1 PE=1 SV=3	47 kDa	0.86	P17182		15.314	18.176	14.253	3.4941	12.336	12.7146	4.9142	18.176	14.253	0	9.3358	19.898	18.645	12.122	1.2245	12.9724	11.409	9.5838	12.483	11.1586		Glycolysis									Glycolysis						
IVD_MOUSE	Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Ivd PE=1 SV=1	46 kDa	0.86	Q9JHI5		0	0.8655	0	0	0	0.1731	0	0.8655	0	0	0.2164	0.9476	0	0	0	0.2369	0	0	0	0																	
RL12_MOUSE	60S ribosomal protein L12 OS=Mus musculus GN=Rpl12 PE=1 SV=2	18 kDa	0.86	P35979		0.9571	2.5966	1.0964	1.1647	4.4859	2.0601	0	2.5966	1.0964	3.5051	1.7995	1.8951	2.7968	3.0304	1.2245	2.2367	2.4448	0	1.7833	1.4094																	
GDIB_MOUSE	Rab GDP dissociation inhibitor beta OS=Mus musculus GN=Gdi2 PE=1 SV=1	51 kDa	0.87	Q61598		8.6143	12.983	8.7713	6.9882	5.6074	8.5928	3.9313	12.983	8.7713	0	6.4214	7.5804	12.119	8.0811	2.449	7.5574	7.3343	6.3892	9.8081	7.8439																	
NNTM_MOUSE	NAD(P) transhydrogenase, mitochondrial OS=Mus musculus GN=Nnt PE=1 SV=2	114 kDa	0.87	Q61941		0	0	1.0964	0	0	0.2193	0	0	1.0964	0	0.2741	0.9476	0	0	0	0.2369	0	0	0	0																	
PYGB_MOUSE	Glycogen phosphorylase, brain form OS=Mus musculus GN=Pygb PE=1 SV=3	97 kDa	0.87	Q8CI94		2.8714	5.1931	5.4821	4.6588	2.243	4.0897	1.9657	5.1931	5.4821	0	3.1602	1.8951	3.729	1.0101	6.1225	3.1892	2.4448	3.9932	3.5666	3.3349																	
SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus GN=Sptbn1 PE=1 SV=2	274 kDa	0.87	Q62261		0.9571	0	1.0964	1.1647	0	0.6436	0	0	1.0964	0	0.2741	1.8951	0	0	0	0.4738	0.8149	0	0.8917	0.5689																	
CBR2_MOUSE	Carbonyl reductase [NADPH] 2 OS=Mus musculus GN=Cbr2 PE=1 SV=1	26 kDa	0.88	P08074		8.6143	6.0587	7.6749	6.9882	10.093	7.8858	5.897	6.0587	7.6749	10.515	7.5364	5.6853	8.3903	7.071	8.5714	7.4295	5.7044	7.9865	7.1332	6.9414																	
CAH2_MOUSE	Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4	29 kDa	0.9	P00920		0	0	3.2892	0	0	0.6578	0	0	3.2892	0	0.8223	0	0.9323	0	0	0.2331	0.8149	1.5973	0	0.8041																	
LMCD1_MOUSE	LIM and cysteine-rich domains protein 1 OS=Mus musculus GN=Lmcd1 PE=1 SV=1	41 kDa	0.9	Q8VEE1		1.9143	2.5966	5.4821	0	3.3644	2.6715	0.9828	2.5966	5.4821	0	2.2654	1.8951	2.7968	6.0608	2.449	3.3004	2.4448	3.1946	2.6749	2.7714																	
MOES_MOUSE	Moesin OS=Mus musculus GN=Msn PE=1 SV=3	68 kDa	0.9	P26041		35.414	28.562	30.7	23.294	20.187	27.6314	41.279	28.562	30.7	0	25.1353	26.531	37.29	22.223	29.388	28.858	22.818	22.362	25.858	23.6793																	
RAB5C_MOUSE	Ras-related protein Rab-5C OS=Mus musculus GN=Rab5c PE=1 SV=2	23 kDa	0.9	P35278		0.9571	5.1931	1.0964	5.8235	2.243	3.0626	0	5.1931	1.0964	2.3367	2.1566	1.8951	1.8645	4.0406	2.449	2.5623	3.2597	1.5973	2.6749	2.5106																	
TKT_MOUSE	Transketolase OS=Mus musculus GN=Tkt PE=1 SV=1	68 kDa	0.9	P40142		18.186	15.579	16.446	24.459	16.822	18.2984	8.8455	15.579	16.446	25.704	16.6436	17.056	21.442	19.193	17.143	18.7085	17.928	19.168	16.05	17.7153																	
PCBP1_MOUSE	Poly(rC)-binding protein 1 OS=Mus musculus GN=Pcbp1 PE=1 SV=1	37 kDa	0.92	P60335		0.9571	3.4621	1.0964	0	3.3644	1.776	0	3.4621	1.0964	0	1.1396	2.8426	1.8645	1.0101	0	1.4293	1.6298	0.7987	1.7833	1.4039																	
RS19_MOUSE	40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3	16 kDa	0.93	Q9CZX8		1.9143	1.731	0	1.1647	3.3644	1.6349	0	1.731	0	3.5051	1.309	1.8951	0.9323	4.0406	0	1.717	2.4448	0.7987	0	1.0812																	
ACE_MOUSE	Angiotensin-converting enzyme OS=Mus musculus GN=Ace PE=1 SV=3	151 kDa	0.95	P09470		2.8714	1.731	2.1928	0	2.243	1.8076	0.9828	1.731	2.1928	2.3367	1.8108	0.9476	2.7968	2.0203	2.449	2.0534	1.6298	3.9932	0.8917	2.1716																	
ECHA_MOUSE	Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1	83 kDa	0.96	Q8BMS1		10.529	13.848	17.543	3.4941	10.093	11.1014	10.811	13.848	17.543	0	10.5505	11.371	16.781	9.0913	9.7959	11.7598	13.854	6.3892	8.9165	9.7199																	
COR1C_MOUSE	Coronin-1C OS=Mus musculus GN=Coro1c PE=1 SV=2	53 kDa	0.97	Q9WUM4		4.7857	5.1931	8.7713	6.9882	3.3644	5.8205	2.9485	5.1931	8.7713	7.0101	5.9808	6.6328	4.6613	3.0304	7.3469	5.4179	8.1492	3.1946	4.4582	5.2673																	
DDX3L_MOUSE	Putative ATP-dependent RNA helicase Pl10 OS=Mus musculus GN=D1Pas1 PE=2 SV=1	73 kDa	0.97	P16381		0	0.8655	3.2892	1.1647	2.243	1.5125	1.9657	0.8655	3.2892	1.1684	1.8222	3.7902	3.729	0	0	1.8798	1.6298	2.3959	1.7833	1.9363																	
CISY_MOUSE	Citrate synthase, mitochondrial OS=Mus musculus GN=Cs PE=1 SV=1	52 kDa	0.98	Q9CZU6		3.8286	4.3276	6.5785	0	3.3644	3.6198	0	4.3276	6.5785	1.1684	3.0186	4.7377	5.5935	4.0406	0	3.593	3.2597	2.3959	4.4582	3.3713		TCA_Cycle															TCA_Cycle
HNRPD_MOUSE	Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus GN=Hnrnpd PE=1 SV=2	38 kDa	0.98	Q60668		0	1.731	0	0	0	0.3462	0	1.731	0	0	0.4328	0.9476	0	1.0101	0	0.4894	0	0	0.8917	0.2972																	
ACADV_MOUSE	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadvl PE=1 SV=3	71 kDa	0.99	P50544		6.7	1.731	5.4821	4.6588	0	3.7144	0	1.731	5.4821	10.515	4.432	3.7902	4.6613	7.071	1.2245	4.1868	6.5194	3.1946	1.7833	3.8324																	
CH10_MOUSE	10 kDa heat shock protein, mitochondrial OS=Mus musculus GN=Hspe1 PE=1 SV=2	11 kDa	0.99	Q64433		4.7857	1.731	1.0964	0	3.3644	2.1955	1.9657	1.731	1.0964	3.5051	2.0746	0.9476	1.8645	3.0304	2.449	2.0729	1.6298	2.3959	1.7833	1.9363																	
PGAM2_MOUSE	Phosphoglycerate mutase 2 OS=Mus musculus GN=Pgam2 PE=1 SV=3	29 kDa	0.99	O70250		0.9571	0.8655	1.0964	0	0	0.5838	0	0.8655	1.0964	0	0.4905	0	0.9323	1.0101	0	0.4856	0.8149	0.7987	0	0.5379		Glycolysis									Glycolysis						
CAND1_MOUSE	Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus GN=Cand1 PE=2 SV=2	136 kDa	1	Q6ZQ38		0.9571	2.5966	0	0	0	0.7107	0	2.5966	0	0	0.6492	1.8951	0	1.0101	0	0.7263	2.4448	0	0	0.8149																	
