Accession_Number	Identified Proteins (551)	Molecular Weight	ANOVA Test (P-Value	18129_DB_CORO_1	18129_DB_CORO_2	18129_DB_CORO_3	18129_DB_CORO_4	18129_DB_CORO	DB_CORO_MEAN	18129_HET_CORO_1	18129_HET_CORO_2	18129_HET_CORO_3	18129_HET_CORO_4	HET_CORO_MEAN	18129_KOHET_CORO_1	18129_KOHET_CORO_2	18129_KOHET_CORO_3	18129_KOHET_CORO_4	KOHET_CORO_MEAN	18129_KOKO_CORO_1	18129_KOKO_CORO_2	18129_KOKO_CORO_3	KOKO_CORO_MEAN		Entry	All_Pathways	ATP_Synthesis	Blood_Coagulation	Chemokine_Cytokine_Signaling	Cytoskeleton	De_Novo_Purine_Biosynthesis	EGF	FGF	Glycolysis	Huntington	Integrin	Nicotinic_Acetylcholine	Parkinson	Pyruvate_Metabolism	TCA_Cycle
PTBP1_MOUSE	Polypyrimidine tract-binding protein 1 OS=Mus musculus GN=Ptbp1 PE=1 SV=2	56 kDa	0.66	0.8782	0	0	0	0	0.1756	0	0	0	0	0	0	0	0	1.0825	0.2706	0	0	0	0		P17225															
UBA1_MOUSE	Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus GN=Uba1 PE=1 SV=1	118 kDa	0.66	0	0	0	1.0946	0	0.2189	0	0	0	1.1032	0.2758	0	0	0	1.0825	0.2706	0	0.9995	1.0705	0.69		Q02053															
ANXA6_MOUSE	Annexin A6 OS=Mus musculus GN=Anxa6 PE=1 SV=3	76 kDa	0.67	21.956	9.4609	7.1824	17.513	9.6859	13.1596	16.372	26.233	6.0456	29.785	19.6089	12.403	7.4795	14.834	25.98	15.1741	17.524	18.99	3.2114	13.2418		P14824															
NNTM_MOUSE	"NAD(P) transhydrogenase, mitochondrial OS=Mus musculus GN=Nnt PE=1 SV=2"	114 kDa	0.67	2.6347	2.5802	3.5912	2.1891	3.2286	2.8448	3.5082	1.2492	3.6273	0	2.0962	3.3827	8.4144	1.0595	1.0825	3.4848	2.3897	1.9989	1.0705	1.8197		Q61941															
PYGB_MOUSE	"Glycogen phosphorylase, brain form OS=Mus musculus GN=Pygb PE=1 SV=3"	97 kDa	0.67	1.7565	0	2.6934	7.662	0	2.4224	5.847	1.2492	4.8365	1.1032	3.259	0	4.6747	0	0	1.1687	5.576	1.9989	2.1409	3.2386		Q8CI94															
LMNB1_MOUSE	 Lamin-B1 OS=Mus musculus GN=Lmnb1 PE=1 SV=3	67 kDa	0.68	0	0	0	3.2837	0	0.6567	1.1694	0	0	0	0.2924	0	0	0	0	0	0	0	0	0		P14733															
CMC1_MOUSE	Calcium-binding mitochondrial carrier protein Aralar1 OS=Mus musculus GN=Slc25a12 PE=1 SV=1	75 kDa	0.69	2.6347	6.8806	4.489	5.4728	3.2286	4.5411	9.3553	3.7476	2.4182	1.1032	4.1561	5.6378	4.6747	6.3573	2.165	4.7087	3.1863	2.9984	2.1409	2.7752		Q8BH59															
ENTP2_MOUSE	Ectonucleoside triphosphate diphosphohydrolase 2 OS=Mus musculus GN=Entpd2 PE=1 SV=2	54 kDa	0.69	0	1.7202	0	0	0	0.344	0	0	1.2091	3.3095	1.1297	1.1276	0	0	1.0825	0.5525	0	0.9995	1.0705	0.69		O55026															
PSB3_MOUSE	Proteasome subunit beta type-3 OS=Mus musculus GN=Psmb3 PE=1 SV=1	23 kDa	0.69	0	0	0	0	1.0762	0.2152	0	0	0	0	0	0	0.9349	0	0	0.2337	0	0	0	0		Q9R1P1	Parkinson												Parkinson		
CALR_MOUSE	Calreticulin OS=Mus musculus GN=Calr PE=1 SV=1	48 kDa	0.7	1.7565	0	0	0	0	0.3513	0	0	0	1.1032	0.2758	0	0	0	0	0	0	0	0	0		P14211															
SUCB1_MOUSE	"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Mus musculus GN=Sucla2 PE=1 SV=2"	50 kDa	0.71	6.1477	6.8806	6.2846	0	0	3.8626	7.0164	0	1.2091	2.2063	2.608	2.2551	3.7398	1.0595	0	1.7636	3.9828	2.9984	2.1409	3.0407		Q9Z2I9															
CAP1_MOUSE	Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4	52 kDa	0.74	0.8782	0.8601	0	0	0	0.3477	0	2.4984	0	0	0.6246	1.1276	0	0	0	0.2819	0	0	0	0		P40124															
LAMC1_MOUSE	Laminin subunit gamma-1 OS=Mus musculus GN=Lamc1 PE=1 SV=2	177 kDa	0.74	2.6347	3.4403	0	0	1.0762	1.4302	0	1.2492	8.4638	1.1032	2.7041	2.2551	3.7398	2.1191	3.2475	2.8404	2.3897	1.9989	1.0705	1.8197		P02468															
CASQ2_MOUSE	Calsequestrin-2 OS=Mus musculus GN=Casq2 PE=2 SV=3	48 kDa	0.75	3.513	3.4403	2.6934	1.0946	1.0762	2.3635	2.3388	1.2492	2.4182	0	1.5016	2.2551	1.8699	3.1786	0	1.8259	3.1863	0.9995	2.1409	2.1089		O09161															
PRDX5_MOUSE	"Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2"	22 kDa	0.75	8.7824	7.7407	7.1824	4.3783	7.5335	7.1235	11.694	7.4952	9.6729	0	7.2155	7.8929	9.3494	6.3573	8.6599	8.0649	5.576	11.994	10.705	9.425		P99029															
SEPT2_MOUSE	Septin-2 OS=Mus musculus GN=Sept2 PE=1 SV=2	42 kDa	0.75	1.7565	0	0	0	0	0.3513	0	0	0	0	0	1.1276	0	0	0	0.2819	1.5931	0	0	0.531		P42208															
KAD2_MOUSE	"Adenylate kinase 2, mitochondrial OS=Mus musculus GN=Ak2 PE=1 SV=5"	26 kDa	0.77	0	0.8601	0	0	0	0.172	0	0	0	0	0	0	0.9349	0	0	0.2337	0.7966	0	0	0.2655		Q9WTP6	De_Novo_Purine_Biosynthesis					De_Novo_Purine_Biosynthesis									
CLIC1_MOUSE	Chloride intracellular channel protein 1 OS=Mus musculus GN=Clic1 PE=1 SV=3	27 kDa	0.78	0	0	0.8978	0	0	0.1796	0	0	0	0	0	0	0.9349	0	0	0.2337	0.7966	0	0	0.2655		Q9Z1Q5															
LASP1_MOUSE	LIM and SH3 domain protein 1 OS=Mus musculus GN=Lasp1 PE=1 SV=1	30 kDa	0.79	0	0.8601	0.8978	0	0	0.3516	0	0	1.2091	0	0.3023	0	0	1.0595	0	0.2649	0	0	0	0		Q61792															
MYG_MOUSE	Myoglobin OS=Mus musculus GN=Mb PE=1 SV=3	17 kDa	0.79	5.2694	12.041	8.978	5.4728	39.82	14.3162	33.913	12.492	12.091	0	14.624	6.7654	10.284	5.2977	8.6599	7.7518	11.152	8.9951	12.845	10.9974		P04247															
NDUAD_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Mus musculus GN=Ndufa13 PE=1 SV=3	17 kDa	0.8	2.6347	4.3004	6.2846	2.1891	5.3811	4.158	7.0164	4.9968	4.8365	0	4.2124	3.3827	4.6747	5.2977	4.3299	4.4213	3.9828	4.9973	7.4932	5.4911		Q9ERS2															
HS90A_MOUSE	Heat shock protein HSP 90-alpha OS=Mus musculus GN=Hsp90aa1 PE=1 SV=4	85 kDa	0.81	7.0259	8.6008	6.2846	13.135	9.6859	8.9464	7.0164	4.9968	12.091	18.754	10.7146	10.148	12.154	9.5359	11.907	10.9362	7.1691	11.994	8.5636	9.2422		P07901															
TLN1_MOUSE	Talin-1 OS=Mus musculus GN=Tln1 PE=1 SV=2	270 kDa	0.81	7.0259	4.3004	2.6934	8.7565	4.3049	5.4162	0	13.741	7.2547	3.3095	6.0763	4.5102	7.4795	7.4168	11.907	7.8284	9.5588	5.9968	4.2818	6.6125		P26039	Integrin										Integrin				
EHD2_MOUSE	EH domain-containing protein 2 OS=Mus musculus GN=Ehd2 PE=1 SV=1	61 kDa	0.82	7.9042	5.1605	2.6934	8.7565	8.6097	6.6249	7.0164	13.741	3.6273	1.1032	6.372	2.2551	2.8048	4.2382	9.7424	4.7601	7.1691	8.9951	5.3523	7.1722		Q8BH64															
FLNA_MOUSE	 Filamin-A OS=Mus musculus GN=Flna PE=1 SV=5	281 kDa	0.83	158.96	135.89	111.33	154.33	108.7	133.842	100.57	186.13	135.42	127.97	137.5225	152.22	115.93	122.91	169.95	140.2525	148.96	167.91	138.09	151.6533		Q8BTM8	Integrin										Integrin				
RL22_MOUSE	60S ribosomal protein L22 OS=Mus musculus GN=Rpl22 PE=2 SV=2	15 kDa	0.83	0.8782	3.4403	0.8978	2.1891	1.0762	1.6963	1.1694	0	2.4182	0	0.8969	0	1.8699	4.2382	0	1.527	1.5931	1.9989	1.0705	1.5542		P67984															
GFAP_MOUSE	Glial fibrillary acidic protein OS=Mus musculus GN=Gfap PE=1 SV=4	50 kDa	0.86	20.2	10.321	12.569	6.5674	29.058	15.7431	17.541	13.741	15.718	22.063	17.2658	20.296	9.3494	14.834	17.32	15.4499	15.135	11.994	12.845	13.3247		P03995															
KRT85_MOUSE	"Keratin, type II cuticular Hb5 OS=Mus musculus GN=Krt85 PE=2 SV=2"	56 kDa	0.86	17.565	11.181	15.263	8.7565	29.058	16.3647	18.711	11.243	14.509	23.166	16.9073	20.296	9.3494	14.834	17.32	15.4499	15.135	11.994	12.845	13.3247		Q9Z2T6															
AATC_MOUSE	"Aspartate aminotransferase, cytoplasmic OS=Mus musculus GN=Got1 PE=1 SV=3"	46 kDa	0.87	2.6347	2.5802	0	0	4.3049	1.904	4.6776	0	0	0	1.1694	1.1276	1.8699	1.0595	0	1.0143	2.3897	0	2.1409	1.5102		P05201															
TITIN_MOUSE	Titin OS=Mus musculus GN=Ttn PE=1 SV=1	3906 kDa	0.89	0	0.8601	0	0	1.0762	0.3873	1.1694	0	1.2091	0	0.5946	0	0	1.0595	0	0.2649	1.5931	0	0	0.531		A2ASS6															
ACSL1_MOUSE	Long-chain-fatty-acid--CoA ligase 1 OS=Mus musculus GN=Acsl1 PE=1 SV=2	78 kDa	0.91	9.6607	8.6008	8.0802	10.946	17.219	10.9013	11.694	6.246	16.928	8.8253	10.9233	14.658	8.4144	12.715	9.7424	11.3825	14.338	5.9968	7.4932	9.276		P41216															
UBE2N_MOUSE	Ubiquitin-conjugating enzyme E2 N OS=Mus musculus GN=Ube2n PE=1 SV=1	17 kDa	0.93	0.8782	1.7202	0.8978	0	0	0.6992	0	2.4984	0	0	0.6246	0	0	0	2.165	0.5413	0.7966	0	0	0.2655		P61089															
EF2_MOUSE	Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2	95 kDa	0.94	3.513	0	1.7956	6.5674	0	2.3752	2.3388	2.4984	4.8365	2.2063	2.97	2.2551	3.7398	1.0595	2.165	2.3049	4.7794	2.9984	1.0705	2.9494		P58252															
EST1C_MOUSE	Carboxylesterase 1C OS=Mus musculus GN=Ces1c PE=1 SV=4	61 kDa	0.94	0	0	0.8978	1.0946	0	0.3985	0	0	2.4182	0	0.6046	0	0	1.0595	0	0.2649	0	0	1.0705	0.3568		P23953															
WDR1_MOUSE	WD repeat-containing protein 1 OS=Mus musculus GN=Wdr1 PE=1 SV=3	66 kDa	0.94	4.3912	5.1605	3.5912	1.0946	2.1524	3.278	5.847	6.246	0	0	3.0233	2.2551	0	4.2382	5.4124	2.9764	1.5931	2.9984	2.1409	2.2441		O88342															
ACTG_MOUSE	"Actin, cytoplasmic 2 OS=Mus musculus GN=Actg1 PE=1 SV=1"	42 kDa	0.95	368.86	353.49	350.14	375.44	291.65	347.916	315.74	344.78	343.39	382.8	346.6775	325.87	311.33	347.53	365.88	337.6525	312.25	359.81	351.11	341.0567		P63260	"Chemokine_Cytokine_Signaling, Cytoskeleton, Huntington, Integrin"			Chemokine_Cytokine_Signaling	Cytoskeleton					Huntington	Integrin				
ACTN2_MOUSE	Alpha-actinin-2 OS=Mus musculus GN=Actn2 PE=1 SV=2	104 kDa	0.97	42.156	43.864	48.481	62.39	51.658	49.7098	51.454	37.476	72.547	43.023	51.125	54.123	52.356	52.977	54.124	53.395	70.894	52.971	34.254	52.7063		Q9JI91	Integrin										Integrin				
PYGM_MOUSE	"Glycogen phosphorylase, muscle form OS=Mus musculus GN=Pygm PE=1 SV=3"	97 kDa	0.97	1.7565	2.5802	1.7956	9.8511	3.2286	3.8424	7.0164	0	4.8365	0	2.9632	4.5102	4.6747	2.1191	2.165	3.3673	5.576	3.9978	0	3.1913		Q9WUB3															
LDB3_MOUSE	LIM domain-binding protein 3 OS=Mus musculus GN=Ldb3 PE=1 SV=1	76 kDa	0.98	0.8782	0	2.6934	3.2837	2.1524	1.8015	2.3388	1.2492	3.6273	1.1032	2.0796	2.2551	0.9349	3.1786	1.0825	1.8628	2.3897	1.9989	1.0705	1.8197		Q9JKS4															
THIO_MOUSE	Thioredoxin OS=Mus musculus GN=Txn PE=1 SV=3	12 kDa	0.99	2.6347	0	1.7956	1.0946	0	1.105	3.5082	0	0	0	0.8771	1.1276	0	1.0595	2.165	1.088	0.7966	1.9989	0	0.9318		P10639															
ATP5I_MOUSE	"ATP synthase subunit e, mitochondrial OS=Mus musculus GN=Atp5i PE=1 SV=2"	8 kDa	1	8.7824	8.6008	8.978	10.946	12.915	10.0444	18.711	12.492	7.2547	0	9.6144	12.403	12.154	8.4764	5.4124	9.6115	8.7622	9.9946	11.775	10.1773		Q06185															
COIA1_MOUSE	Collagen alpha-1(XVIII) chain OS=Mus musculus GN=Col18a1 PE=1 SV=4	182 kDa	1	0.8782	0.8601	0	0	0	0.3477	1.1694	0	0	0	0.2924	0	0	0	1.0825	0.2706	0	0.9995	0	0.3332		P39061	Integrin										Integrin				
